!			G1			A			enclitic particle
!			G1			A			vulture, bird in general							
!			G1			A			vulture, bird in general							
!			G1			A			tread							
!			G1			At			striking-power							
!! V 4			G1-X1-N5-Z1			At			striking-power							
!! V			G1-X1-N5			At			moment, instant, time in general							
!! 8 V			G1-X1-Z5-N5			At			moment, instant, time							
!! V 4			G1-X1-N5-Z1			At			moment, instant, time in general							
!! L			G1-X1-F9			At			moment, instant, time in general							
!! L V !			G1-X1-F9-N5			At			moment, instant, time in general							
FV			F3-X1-N5			At			moment, instant, time in general							
1 !! L V			M17-G1-X1-F9-N5			At			moment, instant, time in general							
t Yb K <n!				N35-U19-W24-G43-D4-D54-A1				nw				hunter				
Zb ! ! r r r				U20-W24-X1-V1-N33-N33-N33				nwt				yarn for weaving, cord				
b ! ! 5				W24-X1-V1-Z2				nwt				cord				
t Yb :! ! 5				N35-U19-W24-Z7-X1-V1-Z2				nwt				yarn for weaving				
t Yb K ! `				N35-U19-W24-G43-V1-D40				nwi				care for, take care of, collect, assemble				verb
t$ 3				N35-V4-E19				nwA wpwt				adze of Wepwawet used in Opening of the mouth				
t[ /				N35-U21-E15				nwA wpwt				adze of Wepwawet used in Opening of the mouth				
t Yb K 1 1 ~				N35-U19-W24-G43-M17-M17-N35A				nwy				water, flood, pool				
t Yb : ~				N35-U19-W24-Z7-N35A				nwy				water, flood, pool				
t Yb ~ u				N35-U19-W24-N35A-N36				nwy				water, flood, pool				
Yb 1 1 u				U19-W24-M17-M17-N36				nwy				water, flood, pool				
t Yb K 1 1 ! ~				N35-U19-W24-G43-M17-M17-X1-N35A				nwyt				waters of canal, pool, wave				
Yb ! v				U19-W24-X1-N37				nwyt				pool				
t Yb :! ~				N35-U19-W24-Z7-X1-N35A				nwyt				wave				
t Yb K 1 1 n				N35-U19-W24-G43-M17-M17-D54				nwy				return to a place, come to someone, bring back someone				
t Yb K n				N35-U19-W24-G43-D54				nwy				bring back someone				verb transitive
t B t}				N35-E34-N35-A90C				nwn				dishevel, be dishevelled, pull at hair				
t J t				N35-M42-N35				nwn				dishevel, be dishevelled, pull at hair				
t Yb K < !				N35-U19-W24-G43-V28-V1				nwH				rope, band of metal				
#! 4 tt Yb K < !				M3-X1-Z1-N35-N35-U19-W24-G43-V28- V1				xt n nwH				100 cubits a rod of cord				
b < !				W24-V28-V1				nwH				band of metal				
t Yb K < ! `				N35-U19-W24-G43-V28-V1-D40				nwH				bind enemies				
t Yb : B '				N35-U19-W24-Z7-Aa1-Q7				nwx				heat				verb transitive
t Yb : B '				N35-U19-W24-Z7-Aa1-Q7				nwx				be scorched				verb intransitive
t Yb B;				N35-U19-W24-O34-Z8				nws				sheet ? of metal				
t Yb : fn				N35-U19-W24-Z7-D46-D54				nwd				turn aside, vacillate				
t Yb : f< E				N35-U19-W24-Z7-D46-Z9-G37				nwd				vacillate				
<t Yb K f				D4-N35-U19-W24-G43-D46				ir nwdw				swing awry, act perversely, make a travesty of				
<t Yb : f: n 5				D4-N35-U19-W24-Z7-D46-Z7-D54-Z2				ir nwdw				swing awry, act perversely, make a travesty of				
1 t Yb K f				G17-N35-U19-W24-G43-D46				m nwdw				awry				
1 t Yb : f: n 5				G17-N35-U19-W24-Z7-D46-Z7-D54-Z2				m nwdw				awry				
t Yb : f! d				N35-U19-W24-Z7-D46-X1-S28				nwdt				swaddling clothes of child				
t Yb f}				N35-U19-W24-D46-Aa23T				nwdw				squeeze out oil				verb
t Yb : f! C 5				N35-U19-W24-Z7-D46-X1-Aa2-Z2				nwdt				ointment				
t Yb : i! r				N35-U19-W24-Z7-I10-X1-N33				nwdt				ointment				
Yb K i K } r 5				U19-W24-G43-I10-G43-M171-N33-Z2				nwdw				unguents				
t Yfa 5				N35-U19-D46-W23-Z2				nwdw				unguents				
t Yb K f 6				N35-U19-W24-G43-D46-Z3				nwdw				unguents				
YK = i C 5				U19-G43-M29-I10-Aa2-Z2				nwdw				unguents				
t Yb K f K 6				N35-U19-W24-G43-D46-W1B-Z3				nwdw				unguents				
Yb = 1				U19-W24-M29-G17				nwdw				unguents				
t Yb : f! 7 ` 8 '				N35-U19-W24-Z7-D46-X1-Z4-W22-A24- G7				nwdty				ointment maker				
tq ! \				N35-D58-V1-D36				nb				tie				
t>q ! > 4				N35-V30-D58-X1-V30-Z1				nbt				basket				
>>>				V30-V30-V30				nbwt				the isles of the Aegean				
>! 5				V30-X1-Z2				nbwt				the isles of the Aegean				
0 K >>>				M16-G43-V30-V30-V30				HAw nbwt				the Aegean Islanders				
0 ! K 5 >! }				M16-G1-G43-Z2-V30-X1-N33A				HAw nbwt				the Aegean Islanders				
>				V30				nb				lord, master, owner				
>H				V30-A40				nb				Lord, Master, Owner				
>'				V30-G7				nb				Lord, Master, Owner				
>!				V30-A1				nb				Lord, Master, Owner				
>!				V30-A1				nb				husband				
>j t B &				V30-S34-N35-Aa1-Q6				nb anx				sarcophagus Lord-of-Life				
>j t B V				V30-S34-N35-Aa1-A54				nb anx				sarcophagus Lord-of-Life				
> M D M H				V30-D21-M36-D21-A40				nb r Dr				Lord-of-All				
> M D M '				V30-D21-M36-D21-G7				nb r Dr				Lord - of - All				
>W W				V30-G7C-G7C				nbwy				The Two Lords Horus & Seth				
} 5				G139-E21E				nbwy				The Two Lords Horus & Seth				
>!				V30-X1				nbt				lady, mistress				
>! p				V30-X1-B1				nbt				lady, mistress				
>! ! 4				V30-X1-O1-Z1				nbt pr				wife				
>! p a h 4				V30-X1-B1-N16-N23-Z1				nbt tA				queen Lady of the Land				
>! k # ! R				V30-X1-I12-Q3-X1-N1				nbt pt				Lady of Heaven				
>! M D M k				V30-X1-D21-M36-D21-I12				nbt r Dr				Mistress-of-All				
>! & ! ! '				V30-X1-O6-X1-O1-G7				nbt Hwt				Nephthys goddess				divinity
)				O9				nbt Hwt				Nephthys goddess				divinity
0				G16				nbty				The Two Ladies Nekhbet & Edjoyet				divinity
>! 4				V30-X1-Z1				nbt				lordship, authority of king				
>				V30				nb				any, every, all				
5 \ 4 >				T21-D36-Z1-V30				wa nb				everyone, each one, each				
5 \ 4 1 1 >				T21-D36-Z1-M17-G17-V30				wa im nb				every one of them				
B! 4 >				O34-A1-Z1-V30				s nb				everyone, everybody				
q K >! p 5				D58-G43-V30-A1-B1-Z2				bw nbw				everyone, everybody				
: 4 >! p 5				D2-Z1-V30-A1-B1-Z2				Hr nbw				everyone, everybody				
B ! + 5 >!				Aa1-X1-Y1-Z2-V30-X1				xt nbt				everything, anything				
t>q ~				N35-V30-D58-N35A				nbi				swim				
tq / ~				N35-D58-A15-N35A				nbi				swim				verb
t Tq ~				N35-S12-D58-N35A				nbi				swim				
T r 5				S12-N33-Z2				nbw				gold				
Tq K 5				S12-D58-G43-Z2				nbw				gold				
&				O6E				Hwt nbw				Mansion of Gold, Goldsmith's workshop				
(				G8				Hr nbw				Horus of Gold				
Tq `				S12-D58-D40				nbi				gild				
Tq *				S12-D58-A10A				nbi				melt metal, cast objects in metal, gild, model, fashion				verb
t>q / v				N35-V30-D58-A15-N37				nbi				melt metal				
Tq 1 1 }				S12-D58-M17-M17-A141				nbi				cast objects in metal				verb
T r 5 k				S12-N33-Z2-I12				nbw				the Golden One epithet of Hathor				
T 1 1 !				S12-M17-M17-X1				nbyt				gold collar				
tq 1 1 !				N35-D58-M17-M17-X1				nbyt				gold collar				
T r 5 1 1 6				S12-N33-Z2-M17-M17-Z3				nby				goldsmiths				
T! Q				S12-X1-O49				nbt				Ombos				locality
Tq 1 1 ! Q				S12-D58-M17-M17-X1-O49				nbyt				Ombi Kom Ombo				locality
tq 1 1 k`				N35-D58-M17-M17-D51-D40				nby				protector				
tq = !#				N35-D58-G29-G1-M3				nbA				carrying pole				
tq 1 #				N35-D58-M17-M3				nbA				carrying pole				
1 K 1 K 2 = 4 #				M17-S3-M17-G43-R7-G29-Z1-M3				nbA				carrying pole				
tq = !;				N35-D58-G29-G1-D3				nbA				wig ?				
tq 1 #				N35-D58-M17-M3				nbi				reed, measure of 2 cubits				
tq 1 '				N35-D58-M17-Q7				nbi				flame, burn				
tq 1 ! '				N35-D58-M17-X1-Q7				nbit				flaming one of Uraeus				
tq 1 ! 3 "				N35-D58-M17-X1-T19-M2				nbit				reed				
tq 1 q 1 '				N35-D58-M17-D58-M17-Q7				nbibi				be hot				
tq tq `				N35-D58-N35-D58-D40				nbnb				guard				
Tq Tq `				S12-D58-S12-D58-D40				nbnb				guard				
tq e !				N35-D58-S29-M1				nbs				zizyphus				
tq e #				N35-D58-S29-M3				nbs				zizyphus				
tq fk`				N35-D58-D46-D51-D40				nbd				band doors with metal				
tq f! `				N35-D58-D46-V1-D40				nbd				band doors with metal				
tq f;				N35-D58-D46-D3				nbd				band doors with metal				
tq f;				N35-D58-D46-D3				nbd				plait, wrap up				
tq f! ;				N35-D58-D46-X1-D3				nbdt				tress of hair				
tq i 8				N35-D58-I10-A24				nbD				destructive				
tq f; H				N35-D58-D46-D3-A40				nbd				the Evil One				
tq f K ;} ] f D }. ! 5				N35-D58-D46-G43-D3-N33A-Aa28-D46- D12-Y1V-T14-A1-Z2				nbdw qd				those of bad character				
t# I ~				N35-Q3-G41-N35A				npA				be wet				
t# H ! K : 5				N35-Q3-G40-G1-G43-Z7-Z2				npAw				umbilical cord				
t H ! T				N35-G40-X1-W10				npAt				a cake or a loaf				
t# I !# I !				N35-Q3-G41-G1-Q3-G41-G1				npApA				flutter				
t# t# ! d				N35-Q3-N35-Q3-X1-S28				npnpt				hem				
t# Mo				N35-Q3-D21-M33A				npr				grain				
t# 1o				N35-Q3-M17-M33A				npr				grain				
t# M 1o				N35-Q3-D21-M17-M33A				npr				grain				
t# M  H				N35-Q3-D21-M33A-A40				npr				grain				
t# M 1 H				N35-Q3-D21-M17-A40				npr				grain as god				
t# M ! h 5				N35-Q3-D21-X1-N23-Z2				nprt				brim of well, flat slab, basis				
t# M ! c 5				N35-Q3-D21-X1-N18-Z2				nprt				brim of well, flat slab, basis				
t# < : s 5				N35-Q3-V28-Z7-F51-Z2				npHw				iliac region, groin, lymph nodes				
t# i) >				N35-Q3-I10-T9-T30				npD				slaughter				verb
t# f) >				N35-Q3-D46-T9-T30				npD				slaughter				verb
t# i! >				N35-Q3-I10-X1-T30				npDt				sharp knife				verb
th				N35-I9				nf				that, those				demonstrative
th!				N35-I9-G1				nfA				that, those				demonstrative
th! p				N35-I9-G1-N31				nfA				that, those				demonstrative
th!# K				N35-I9-G1-Q3-G43				nfA pw				thus it was				
th! h! n				N35-I9-G1-I9-G1-D54				nfAfA				creep				
th E				N35-I9-G37				nf				wrong, wrong - doing				
th 1 1 !				N35-I9-M17-M17-E1				nf				wrong, wrong - doing				
1 th E				G17-N35-I9-G37				m nf				wrongfully				
th 1 1 !				N35-I9-M17-M17-E1				nfy				wrongfully				
th 1 1 "				N35-I9-M17-M17-A2				nfy				wrongfully				
th"				N35-I9-A2				nfy				wrongfully				
th! `:				N35-I9-X1-P5-Z7				nft				breath, wind				
th:! `6				N35-I9-Z7-X1-P5-Z3				nft				breath, wind				
th 1 1 ! 3				N35-I9-M17-M17-X1-V19				nfyt				fan				
th! ]				N35-I9-X1-F27				nfyt				fan				
`th 1 1 !				P5-N35-I9-M17-M17-X1				nfyt				fan				
`K 8 !				P5-G43-A24-A1				nfw				skipper of boat, sailor				
th! K				N35-I9-G1-D19				nfA				blow out of nose				
th\ n				N35-I9-D36-D54				nfa				remove				
ththt!				N35-I9-N35-I9-N35-V1				nfnfn				unroll ?				
e h M				F35-I9-D21				nfr				beautiful, fair, kindly of face, good / fine / goodly quality				
e h M				F35-I9-D21				nfr				necessary, good / fair character, happy / well / good condition, well - supplied, lawful				
e h M				F35-I9-D21				nfr				happily, well				adverb
e				F35				nfr				good, beautiful etc......				
q K e h M				D58-G43-F35-I9-D21				bw nfr				good, goodness				
q e				D58-F35				bw nfr				good				
B t+ e				Aa1-N35-Y1-F35				xn nfr				good				
e h M : 4 d 4				F35-I9-D21-D2-Z1-F34-Z1				nfr Hr ib				pleasing				
$ M K V 4 e h M				O4-D21-G43-N5-Z1-F35-I9-D21				hrw nfr				holiday, happy day				
e h M t				F35-I9-D21-N35				nfr n				it is well with				
B# R e h M				O34-Q3-O50-F35-I9-D21				sp nfr				a happy event				
9 4 e				D1-Z1-F35				tp nfr				a good beginning				
M 9 4 e				D21-D1-Z1-F35				r tp nfr				successfully				
e h M # K				F35-I9-D21-Q3-G43				nfr pw				not				
e h M ! + 5				F35-I9-D21-X1-Y1-Z2				nfrt				good things, good, what is good, kindness				
e M !				F35-D21-X1				nfrt				good things				
e l				F35-D52				nfr				penis				
e 4				F35-Z1				nfr				beauty, good, kindness, goodness, happiness, good fortune				
e h M				F35-I9-D21				nfr				good				
e				F35				nfr				beauty				
e 4 }				F35-Z1-Y1V				nfr				goodness				
e 4				F35-Z1				nfr				heart & wind-pipe				
e e e				F35-F35-F35				nfrw				beauty, goodness, young people Book ofthe Dead				
e 4 5				F35-Z1-Z2				nfrw				goodness				
e 6				F35-Z3				nfrw				goodness				
e h M K 1 5				F35-I9-D21-G43-A17-Z2				nfrw				young men of army, recruits				
e ! 5				F35-A1-Z2				nfrw				young men of army, recruits				
e K + 5				F35-G43-Y1-Z2				nfrw				young men of army, recruits				
e K 1 5				F35-G43-A17-Z2				nfrw				young men of army, recruits				
e h M ! p 6				F35-I9-D21-X1-B1-Z3				nfrwt				fair women				
e M ! p 6				F35-D21-X1-B1-Z3				nfrwt				fair women				
e h M ! ! 5				F35-I9-D21-X1-E1-Z2				nfrt				cattle				
e ! 5				F35-X1-Z2				nfrt				cattle				
e ! ! 5				F35-X1-E1-Z2				nfrt				cattle				
e M ! ! 5				F35-D21-X1-E1-Z2				nfrt				cattle				
e I				F35-S1				nfr				crown of Upper Egypt				
e G! 4				F35-F4-X1-Z1				nfr HAt				diadem				
e # ! J				F35-T3-X1-S2				nfr HDt				crown of Upper Egypt				
e #				F35-T3				nfr HDt				crown of Upper Egypt				
e h M ! U H				F35-I9-D21-X1-U15-A40				nfr tm				Nefertum the lotus god				divinity
e U H				F35-U15-A40				nfr tm				Nefertum the lotus god				divinity
e				F35				nfr				zero				
e t				F35-N35				nfr n				not				
e # K				F35-Q3-G43				nfr pw				not, there is not				
e h M 1 1 !				F35-I9-D21-M17-M17-X1				nfryt				end, bottom				
e 1 1 !				F35-M17-M17-X1				nfryt				end, bottom, low				
M e h M 1 1 !				D21-F35-I9-D21-M17-M17-X1				r nfryt				to its end				
e h M 1 1 ! M				F35-I9-D21-M17-M17-X1-D21				nfryt r				down to				
e h M 1 1 ! ! 4				F35-I9-D21-M17-M17-X1-V1-Z1				nfryt				tiller - rope				
e M K				F35-D21-G43				nfrw				ground level, base				
e e e				F35-F35-F35				nfrw				end period of time				
e e e 4 !				F35-F35-F35-Z1-O1				nfrw				end, back part of building				
e K E 5				F35-G43-G37-Z2				nfrw				deficiency				
th! 8				N35-I9-X1-A24				nft				slacken bow, detach, loosen				
th! ! `				N35-I9-X1-V1-D40				nft				detach, loosen				
th! h! n				N35-I9-X1-I9-X1-D54				nftft				leap				verb
t 1 \				N35-G17-D36				nm				who ?				
t B 1 ^				N35-T34-G17-D38				nm				who ?				
t B 1 ! =				N35-T34-G17-X1-T29				nmt				slaughter house				
t B 1 K ! ! 6				N35-T34-G17-G43-X1-O1-Z3				nmt				slaughter house				
= !				T29C-O1				nmt				slaughter house				
t B 1 c				N35-T34-G17-A282				nmw				dwarf				
c				A282				nmw				dwarf				
t~				N35-N35A				nmw				dwarf				
t B 1 E				N35-T34-G17-G37				nm				go wrong of plans, rob with, steal with				
t B 1 p				N35-T34-G17-K1				nm				go wrong of plans, rob with, steal with				
t B 1 K uf 5				N35-T34-G17-G43-N36-N21-Z2				nmw				vats				
t B 1 1 n				N35-T34-G17-M17-D54				nmi				travel, traverse				
t% 1 \				N35-O5-G17-P1				nmi				travel, traverse				
t B 1 n				N35-T34-G17-D54				nmi				travel, traverse				
t B 1 1 a				N35-T34-G17-M17-D41				nmi				travel, traverse				
t B 1 1 % \				N35-T34-G17-M17-O5-D36				nmi				travel, traverse				
t B 1 % \ ! 6 v\ r 5 ! p 5				N35-T34-G17-O5-D36-A1-Z3-N37-D36- N33-Z2-A1-B1-Z2				nmiw Sa				Bedouin, Sandfarers				
t B 1 1 : a 5 v\ r 5 . ! 5				N35-T34-G17-M17-Z7-D41-Z2-N37-D36- N33-Z2-T14-A1-Z2				nmiw Sa				Bedouin, Sandfarers				
t B 1 1 : a. ! 5 v\ r 5				N35-T34-G17-M17-Z7-D41-T14-A1-Z2- N37-D36-N33-Z2				nmiw Sa				Bedouin, Sandfarers				
t B 1 1 "				N35-T34-G17-M17-A2				nmi				shout of people, low of cattle				
t B 1 1 % "				N35-T34-G17-M17-O5-A2				nmi				shout of people, low of cattle				
t B 1 \ "				N35-T34-G17-D36-A2				nma				be one-sided, partial, question				
= 1 \				M29-G17-D36				nma				question				verb
t B 1 \ F				N35-T34-G17-D36-O38				nma				be one-sided, partial, question				
t B 1 \ 58				N35-T34-G17-D36-E21-A24				nma				be one-sided, partial, question				
t B 1 \ W				N35-T34-G17-D36-A55				nma				go to sleep				
t! . a				N35-X1-G14-T90				nmwt				net				
t B 1 t B 1 n				N35-T34-G17-N35-T34-G17-D54				nmnm				quake, quiver, go to & fro				
t B 1 < 1 E				N35-T34-G17-V28-A17-G37				nmH				be poor				verb intransitive
t B 1 < 1 E				N35-T34-G17-V28-A17-G37				nmH				deprive of, deduct from				verb transitive
t B 1 < 1 E				N35-T34-G17-V28-A17-G37				nmH				poverty, humility				noun
t B 1 < 1 E !				N35-T34-G17-V28-A17-G37-A1				nmHy				orphan, private person, freeman of low degree				
B < 1				T34-V28-A17				nmHy				orphan, private person, freeman				
t B 1 < 1 1 1				N35-T34-G17-V28-M17-M17-A17				nmHy				orphan, private person, freeman				
t} 1 < K E 5 !				N35-M170-G17-V28-G43-G37-Z2-A1				nmHy				orphan, private person, freeman				
B 1 < 1 1 ! E				T34-G17-V28-M17-M17-X1-G37				nmHyt				free woman ?				
B 1 e }				T34-G17-S29-S57C				nms				the royal Nemes head cloth				
}				S57C				nms				the royal Nemes head cloth				
B e d				T34-S29-S28				nms				clothe with the head cloth				
B ! ! `				T34-Q1-X1-W22				nmst				type of jar				
B 1 ! ! `				T34-G17-Q1-X1-W22				nmst				type of jar				
t B 1 ! n				N35-T34-G17-X1-D54				nmt				stride over, traverse				
t B ! n				N35-T34-X1-D54				nmt				stride over, traverse				
t B 1 8 ! n				N35-T34-G17-Z5-X1-D54				nmt				stride over, traverse,				
n! 4				D54-X1-Z1				nmtt				stride, journeys, movements, actions, legal procedure				
nnn				D54-D54-D54				nmtt				stride, journeys, movements, actions, legal procedure				
t B 1 ! ! n 5				N35-T34-G17-X1-X1-D54-Z2				nmtt				stride, journeys, movements, actions, legal procedure				
n 5				D54-Z2				nmtt				stride, journeys, movements, actions, legal procedure				
} ! ! n 5				V84-X1-X1-D54-Z2				nmtt				stride, journeys, movements, actions, legal procedure				
t B 1 ! $p n				N35-T34-G17-X1-G4-K1-D54				nmytw				intruding ?				
t B 1 ! ! p				N35-T34-G17-X1-X1-K1				nmytw				intruding ?				
6 6				M22-M22				nn				this, these, here, hither				
6 6 t				M22-M22-N35				nn				this, these, here, hither				
[ t				D35-N35				nn				not				negative particle
6 6 t 1 1 '				M22-M22-N35-M17-M17-A7				nny				be weary, inert, drag of foot, dribble of fluid, settle of flood-waters				
6 6 tt'				M22-M22-N35-N35-A7				nny				be weary, inert, drag of foot, dribble of fluid, settle of flood-waters				
6 6 t				M22-M22-N35				nny				be weary, inert				
6 6 ttb :'				M22-M22-N35-N35-W24-Z7-A7				nnw				weariness, inertness of the dead				
6 6 b K ' 5				M22-M22-W24-G43-A7-Z2				nnw				weariness, inertness of the dead				
6 6 tt 1 1 :' 95				M22-M22-N35-N35-M17-M17-Z7-A7-Z6- Z2				nnyw				inert ones the Dead				
tt 1 1 :' ! 5				N35-N35-M17-M17-Z7-A7-A1-Z2				nnyw				inert ones the Dead				
6 6 tb :' ! 5				M22-M22-N35-W24-Z7-A7-A1-Z2				nnyw				inert ones the Dead				
b b b R~				W24-W24-W24-N1-N35A				nnw				primaeval waters				
b b b RH				W24-W24-W24-N1-A40				nnw				primaeval waters, Nun god				
ttb b b K				N35-N35-W24-W24-W24-G43				nnw				primaeval waters				
b b b K R~				W24-W24-W24-G43-N1-N35A				nnw				primaeval waters				
6 6 t! V Q				M22-M22-N35-X1-N5-N50				nnt				lower heaven				
6 6 Q Q				M22-M22-O49-N50				nnt				lower heaven				
t 6 6 ! Q				N35-M22-M22-X1-N50				nnt				lower heaven				
tt B 1 E				N35-N35-T34-G17-G37				nnm				err, go wrong of plans, error				
6 6 tt B 1 E				M22-M22-N35-N35-T34-G17-G37				nnm				err, go wrong of plans, error				
[ ty 1 s				D35-N35-N40-G17-F51				nnSm				spleen				
ttv 1 s 4				N35-N35-N37-G17-F51-Z1				nnSm				spleen				
6 6 y s				M22-M22-N40-F51				nnSm				spleen				
tt?				N35-N35-V31				nnk				belongs to me, on my part				
t M ! .				N35-D21-X1-G14				nrt				vulture				
t M ! G				N35-D21-X1-G39				nrt				vulture				
t! M 8 G				N35-X1-D21-Z5-G39				nrt				vulture				
t M `				N35-D21-D40				nri				fear someone, overawe				
t M 1 1 [ `				N35-D21-M17-M17-H4-D40				nri				fear someone, overawe				
t M [ `				N35-D21-H4-D40				nri				fear someone				verb intransitive
t M K . 8 6				N35-D21-G43-G14-A24-Z3				nrw				fear, dread, disturbance				
[ 5				H4-Z2				nrw				fear, dread, disturbance ?				
t M K [ `5				N35-D21-G43-H4-D40-Z2				nrw				fear, dread, disturbance ?				
t M [ `				N35-D21-H4-D40				nrw				fear, dread, disturbance				
t M .\				N35-D21-G14-D36				nrw				fear, dread, disturbance				
t M K . 6				N35-D21-G43-G14-Z3				nrw				fear, dread, disturbance				
t M K . 8				N35-D21-G43-G14-A24				nrw				terrible one				
t M n				N35-D21-D54				nr				charge after enemy				
t M `				N35-D21-D40				nr				charge after enemy				
t M [ `				N35-D21-H4-D40				nri				protect				verb
t M 1 1 ! [ `				N35-D21-M17-M17-X1-H4-D40				nrit				protect				verb
t M .! 6				N35-D21-G14-E1-Z3				nr iHw				ox herd				
t M !				N35-D21-A1				nr iHw				ox - herd				
t M 1 & V				N35-D21-M17-M6-N5				nr				time, return of the year				
t M 1 & V M 1 & V				N35-D21-M17-M6-N5-D21-M17-M6-N5				nr rr				periodically				
t$ E				N35-O4-G37				nh				escape death				
t$ ! !				N35-O4-X1-O1				nht				shelter, refuge				
t$ ! + 5				N35-O4-X1-Y1-Z2				nht				magical protection				
t$ K				N35-O4-G43				nhw				the protection of king's arm				
t$ ! !				N35-O4-X1-M1				nht				sycamore tree, tree in general				
t$ 7 E r 5				N35-O4-Z4-G37-N33-Z2				nhy				some, a little, a few				
t$ E r 5				N35-O4-G37-N33-Z2				nhy				some, a little, a few				
t$ K 7 ! 5				N35-O4-G43-Z4-A1-Z2				nhy				some, a little, a few				
t$ K E				N35-O4-G43-G37				nhw				loss				
t$ K 5				N35-O4-G43-Z2				nhw				loss				
t$ 1 1 E r 5				N35-O4-M17-M17-G37-N33-Z2				nhw				loss				
<t$ K E				D4-N35-O4-G43-G37				ir nhw				show less of a bad quality				
t$ # n				N35-O4-Q3-D54				nhp				pulsate				
t$ # m				N35-O4-Q3-D53				nhp				copulate				
t$ # V				N35-O4-Q3-N5				nhp				rise early in the morning, early morning				
t$ # K V				N35-O4-Q3-G43-N5				nhpw				early morning				
t$ # V				N35-O4-Q3-N5				nhpw				early morning				
t$ # +				N35-O4-Q3-Y1				nhp				mourn				
t$ # "				N35-O4-Q3-A2				nhp				care for				
t$ # n				N35-O4-Q3-D54				nhp				care for				
t$ 1 "				N35-O4-G17-A2				nhm				shout, thunder of sky				verb
t$ 1 ;				N35-O4-G17-A27				nhm				shout				verb
t$ 1 8 n				N35-O4-G17-A24-D54				nhm				dance for joy ?				
t$ 7 H <!! r 5				N35-O4-Z4-U2-D4-G1-G1-N33-Z2				inhmn				pomegranate				
t$ 1 $ 1				N35-O4-G17-O4-G17				nhmhm				roar, thunder				
t$ 1 $ 1 `				N35-O4-G17-O4-G17-D40				nhmhm				thunder				
t$ t$ !				N35-O4-N35-O4-G1				nhnhA				quake				
t$ M 7 4				N35-O4-D21-Z4-A20				nhry				noble of Nahrin				
t$ M tj				N35-O4-D21-N35-N25				nhrn				Naharin				
t$ M t! uj				N35-O4-D21-N35-G1-N36-N25				nhrn				Naharin				
t$ M 7 . j				N35-O4-D21-Z4-T14-N25				nhrn				Naharin				locality
t$ ! M 7 t!. j				N35-O4-G1-D21-Z4-N35-G1-T14-N25				nhrn				Naharin				locality
t$ B}				N35-O4-O34-A103				nhsi				wake				
t$ B`				N35-O4-O34-D40				nhsi				wake				
t$ e m >				N35-O4-S29-U39-D6				nhsi				wake				
t$ B 1 }				N35-O4-O34-M17-D77				nhsi				wake				verb
t$ e 9				N35-O4-S29-E25				nhs				hippopotamus				
t$ f$ f"				N35-O4-D46-O4-D46-A2				nhdhd				throb				
5 < "				G21-V28-A2				nHi				pray for, prayer				
t < "				N35-V28-A2				nHi				pray for, prayer				
5 < ! "				G21-V28-X1-A2				nHt				prayer				
t 0 !"				N35-M16-G1-A2				nHA				shake ?				
t 0 !! "				N35-M16-G1-X1-A2				nHAt				palpitations ? of heart				
t 0 ! C				N35-M16-G1-Aa2				nHA				contrary, perverse, alarming, terrible, abnormal				
t < 0 ! C				N35-V28-M16-G1-Aa2				nHA				alarming				
t < ! C				N35-V28-G1-Aa2				nHA				abnormal ?				
t 0 ! C t 1 t M G				N35-M16-G1-Aa2-N35-M17-N35-D21-				nHA n inr				dry rock ?				
				O39												
t 0 ! C d 4 !				N35-M16-G1-Aa2-F34-Z1-A1				nHA ib				sad man				
t 0 !! C d 4 E 5				N35-M16-G1-X1-Aa2-F34-Z1-G37-Z2				nHAt ib				sadness, a sad matter				
t 0 C ! d 4				N35-M16-Aa2-X1-F34-Z1				nHAt ib				sadness				
t 0 ! C ~ u h				N35-M16-G1-Aa2-N35A-N36-N23				nHA				dangerous waters				
t 5 < q ! s				N35-G21-V28-D58-X1-F51				nHbt				neck				
5 < q < `				G21-V28-D58-Z9-D40				nHb				harness, yoke, appoint, combine attributes, provide, requisition				
t K < q K !				N35-G43-V28-D58-G43-E1				nHbw				yoke - oxen				
t 5 < q K T T T V				N35-G21-V28-D58-G43-D28-D28-D28- D30				nHbw kAw				the god Nehebkau & his Festival				divinity
5 < q ! "				G21-V28-D58-X1-M2				nHbt				bud of lotus plant				
5 < q ! *				G21-V28-D58-X1-M10				nHbt				bud of lotus plant				
5 < q ! )				G21-V28-D58-X1-M9				nHbt				bud of lotus				
t 5 q ! l				N35-G21-D58-X1-Aa51				nHbt				lotus - bud sceptre				
t < q ! l				N35-V28-D58-X1-Aa51				nHbt				lotus - bud sceptre				
5 < # G				G21-V28-Q3-O39				nHp				potter's wheel				
t{ 1 8				N35-N42-G17-A24				nHm				take away, carry off, assume an office, save, rescue, withdraw oneself				
t{ 1 \ t				N35-N42-G17-D36-N35				nHmn				surely, assuredly				non enclitic particle
t 5 < t"				N35-G21-V28-N35-A2				nHn				rejoice				
t: M				N35-D2-D21				nHr				resemble				
t < : M				N35-V28-D2-D21				nHr				resemble				
t: M }				N35-D2-D21-A478A				nHr				a loaf, a cake				
5 < V < ` 5				G21-V28-N5-V28-W22-Z2				nHH				sesame oil				
5 < < V				G21-V28-V28-N5				nHH				eternity, for ever				
t < V <				N35-V28-N5-V28				nHH				eternity, for ever				
< V <				V28-N5-V28				nHH				eternity, for ever				
t 5 <				N35-G21-V28				nHH				eternity, for ever				
